type,status,name_ko,name_en,naver_value,vivino_value,id
region,UNKNOWN,"보데가스 에트차트 카파야테 그랑 리저브 말벡","Bodegas Etchart Cafayate Grand Reserve Malbec","카파야테","Argentina / Salta / Calchaqui Valley / Cafayate Valley",a7718767-8e38-4da5-9283-6857f2f50904
region,UNKNOWN,"예르만 피노 그리지오","Jermann Pinot Grigio","프리울리-베네치아 줄리아","Italy / Northern Italy / Friuli-Venezia Giulia / Venezia Giulia",abf0ff13-463f-4719-987c-f1ed0eff6bf2
region,UNKNOWN,"퀸 애들레이드 리슬링","Queen Adelaide Riesling","애들레이드","Australia / South Eastern Australia",51a306d3-84c6-4e73-85e5-d8d20df44b91
region,UNKNOWN,"인칸토 스위트","Incanto Sweet","Naples","Italy / Southern Italy / Terre Siciliane / Marsala",5100e8c9-8a88-4a6a-af1b-6649850368b5
region,UNKNOWN,"오스틴 호프 까베르네 소비뇽","Austin Hope Cabernet Sauvignon","파소 로블레스","United States / California / Central Coast / San Luis Obispo County / Paso Robles",b44b9e95-2c48-4162-b7e2-36526912da53
region,UNKNOWN,"산디 산타 리타 힐즈 샤르도네","Sandy Santa Rita Hills Chardonnay","산타 리타 힐즈","United States / California / Central Coast / Santa Barbara County / Sta. Rita Hills",41d9e9f4-a904-47ca-9d22-76b02f60b5a8
region,UNKNOWN,"크로스반 바이 폴 홉스 피노 누아 소노마 코스트","Crossbarn by Paul Hobbs Pinot Noir Sonoma Coast","소노마 코스트","United States / California / North Coast / Sonoma County / Sonoma Coast",5d1fe8b6-04f2-4337-9f6f-c4d1951f42af
region,UNKNOWN,"사뮤엘 빌로 샤블리 1er 크뤼 푸르노","Samuel Billaud Chablis 1er Cru Fourneaux","부르고뉴 샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Les Fourneaux'",bc519137-679f-4fe2-a37a-be3ebbc5a7f1
region,UNKNOWN,"군트럼 드라이 리슬링","Guntrum Dry Riesling","라인헤센","Germany / Rheinhessen",30eba13c-bf1c-4c4f-b922-1a203e6f8ea1
region,UNKNOWN,"사무엘 빌로 몬 드 밀리외 샤블리 프리미에 크뤼 2021","Samuel Billaud Mont de Milieu Chablis Premier Cru 2021","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Mont de Milieu'",bd6c3f7c-b601-4261-b954-c84ed30159cf
region,UNKNOWN,"에라주리즈 맥스 까베르네 소비뇽","Errazuriz Max Cabernet Sauvignon","아콩카과","Chile / Aconcagua / Aconcagua Valley",76cda73f-081a-4f71-ac0d-7b1aa854a525
region,UNKNOWN,"피케라스 쉬라-모나스트렐","Piqueras Syrah-Monastrell","알바세테","Spain / Castilla / Almansa",c7d68bf2-f9a1-4977-a506-498acfb6f726
region,UNKNOWN,"까테나 자파타 알라모스 말벡","Catena Zapata Alamos Malbec","멘도사","Argentina / Mendoza",51caba0a-d307-4986-9aa4-90d470c3a164
region,UNKNOWN,"프로그스 립 메를로 러더포드","Frog's Leap Merlot Rutherford","나파 밸리 러더포드","United States / California / North Coast / Napa County / Napa Valley / Rutherford",5b481dc9-94dd-450f-92d7-5421a0132fe1
region,UNKNOWN,"로만디올라 일 파보네 도로 산지오베제 리제르바","Romandola Il Pavone d'Oro Sangiovese Riserva","로마냐","Italy / Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna",83f12f75-afe6-430c-8115-bf05b5b2e73d
region,UNKNOWN,"도멘 뒤로셰 부르고뉴 꼬뜨 도르 피노 누아","Domaine Duroche Bourgogne Côte d'Or Pinot Noir","부르고뉴, 꼬뜨 도르","France / Bourgogne / Bourgogne Côte d’Or",d484fb36-ee10-4f25-9e7a-6e89da824836
region,UNKNOWN,"펠튼 로드 칼버트 피노 누아","Felton Road Calvert Pinot Noir","센트럴 오타고","New Zealand / South Island / Central Otago",d4f4f5eb-3951-421f-ba44-49300f9a0fc5
region,UNKNOWN,"게리 패럴 러시안 리버 셀렉션 피노 누아","Gary Farrell Russian River Selection Pinot Noir","러시안 리버","United States / California / North Coast / Sonoma County / Russian River Valley",a205db4e-5a2a-459b-8070-e2c8ebe9acb3
region,UNKNOWN,"바스 필립 에스테이트 피노 누아","Bass Phillip Estate Pinot Noir","빅토리아","Australia / Victoria",d5d9479e-8959-43fb-9be9-48536ccfe711
region,UNKNOWN,"스톨러 던디 힐 피노 누아","Stoller Dundee Hill Pinot Noir","오리건 윌라메트 밸리","United States / Oregon / Willamette Valley / Dundee Hills",8ac9a2ab-d39d-460e-9417-1169e372b0e1
region,UNKNOWN,"군트럼 리슬링 루이스 콘스탄틴","Guntrum Riesling Louis Constantin","라인헤센","Germany / Rheinhessen",dac3f395-d007-47fd-94ec-c8df0a0eaeb3
region,UNKNOWN,"그랜트 버지 쏜 리슬링","Grant Burge Thorn Riesling","바로싸 밸리","Australia / South Australia / Barossa / Eden Valley",c1ca12cc-4b57-48aa-8443-e4d9bccbebc1
region,UNKNOWN,"토레스 알토 라스니브스 그랑 리제르바 까베르네 소비뇽","Torres Alto Las Nieves Gran Reserva Cabernet Sauvignon","페네데스","Chile / Central Valley / Curico Valley",dc062377-9950-4daf-894c-7674eb318d55
region,UNKNOWN,"도멘 오트 샤토 로마쌍 반돌 레드","Domaines Ott Château de Selle Rosé 2020","반돌","France / Provence / Côtes de Provence",de4bc983-c613-4f08-b4f4-bf141cfecfb4
region,UNKNOWN,"사뮤엘 빌로 샤블리 1er 크뤼 몽맹","Samuel Billaud Chablis 1er Cru Montmains","부르고뉴 샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montmains'",de6e41ae-be35-4806-a2b4-4561696d24d8
region,UNKNOWN,"카멜 로드 몬테레이 피노 누아","Camel Road Monterey Pinot Noir","몬테레이","United States / California / Central Coast / Monterey County / Monterey",e50c0125-c030-4087-97c7-15263fa58410
region,UNKNOWN,"파트리샤 그린 이스테이트 피노 누아 리본 릿지","Patricia Green Estate Pinot Noir Ribbon Ridge","오리건 윌라메트 밸리","United States / Oregon / Willamette Valley / Ribbon Ridge",e6bf11d9-0eab-43cf-84d5-3ed5c8b70899
region,UNKNOWN,"펜폴즈 쿠능가 힐 까베르네 소비뇽","Penfolds Koonunga Hill Cabernet Sauvignon","쿠능가 힐","Australia / South Australia / Barossa",aade55dd-ab21-48f8-87a9-d3904fe851df
region,UNKNOWN,"라 지오이오사 트레비소 프로세코","La Gioiosa Treviso Prosecco","트레비소","Italy / Northern Italy / Veneto / Prosecco / Prosecco di Treviso",ecc135fc-d7d2-45e7-a119-c343457c65d7
region,UNKNOWN,"클라우디 베이 피노 누아","Cloudy Bay Pinot Noir","마를버러","New Zealand / South Island / Marlborough",b2ac12ea-2bc2-4834-8813-a08fe574e402
region,UNKNOWN,"샤토 생 미셸 컬럼비아 밸리 까베르네 소비뇽","Chateau Ste. Michelle Columbia Valley Cabernet Sauvignon","컬럼비아 밸리","United States / Washington / Columbia Valley",fba7a050-4b7e-4a4b-97bc-40a91039236a
region,UNKNOWN,"카르페니 말볼티 1868 프로세코 DOCG","Carpene Malvolti 1868 Prosecco DOCG","콘엘리아노 발도비아데네","Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore",f9f53699-564e-42a7-9069-26180e1b834a
region,UNKNOWN,"SL 프리미티보 수수마니엘로 IGT 살렌토","SL Primitivo Susumaniello IGT Salento","살렌토","Italy / Southern Italy / Puglia / Salento",c44ca536-d56a-4d6d-aed8-4a830839df98
region,UNKNOWN,"샤푸티에 콩드리외 고또 드 셰리","Chapoutier Condrieu Coteau de Chéry","론 콩드리외","France / Rhone Valley / Northern Rhône / Condrieu",0b92f121-5c2e-4428-b491-5f22b918babf
region,UNKNOWN,"19 크라임스 까베르네 소비뇽","19 Crimes Cabernet Sauvignon","사우스 이스턴 호주","Australia / Victoria",13d97b91-7fb8-45bd-a8dd-1f28b92ccd8c
region,UNKNOWN,"에라주리즈 맥스 마스터 블렌드","Errazuriz Max Master Blend","아콩카과 밸리","Chile / Aconcagua / Aconcagua Valley",6166f906-4acc-48ef-8d7e-257bc117f02f
region,UNKNOWN,"로마냐 산지오베제 수페리오레 리제르바","Romagna Sangiovese Superiore Riserva","로마냐","Italy / Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna",62a67021-2896-44ea-bcbe-8a6021bf180f
region,UNKNOWN,"보테가 리파소 발폴리첼라 수페리오레","Bottega Ripasso Valpolicella Superiore","발폴리첼라","Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso",63df3386-b908-4e53-9567-ccc0276e1582
region,UNKNOWN,"다렌버그 스텀프 점프 소비뇽 블랑","D'Arenberg Stump Jump Sauvignon Blanc","애들레이드","Australia / South Australia / Fleurieu / McLaren Vale",64b0de34-430d-499f-9991-434cbd35fb9f
region,UNKNOWN,"위라 위라 애들레이드 쉬라즈","Wirra Wirra Adelaide Shiraz","애들레이드","Australia / South Australia / Mount Lofty Ranges / Adelaide Hills",72004a15-e14b-4b92-9b2a-9234280e62e2
region,UNKNOWN,"그라함 엑스트라 드라이 화이트 포트","Graham's Extra Dry White Port","도우로 밸리","Portugal / Northern Portugal / Duriense / Porto",74978514-9f65-48c9-ba3e-105dcf89b52f
region,UNKNOWN,"샤블리 1에르 크뤼 보꾸팽","Chablis 1er Cru Vaucoupin","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Vaucoupin'",cbb88922-444e-4619-8b8a-6419ab2fd950
region,UNKNOWN,"로스 바스코스 소비뇽 블랑","Los Vascos Sauvignon Blanc","카차포알 밸리","Chile / Aconcagua / Casablanca Valley",e26cbd70-66c3-4ab1-b5ae-7c0c9fc09d05
region,UNKNOWN,"바인굿 크놀 로이브너 리슬링 페데슈필","Weingut Knoll Loibner Riesling Federspiel","바흐라우","Austria / Weinland / Niederösterreich / Wachau",ee48405f-acbd-43da-bd18-a5e4254b44d5
region,UNKNOWN,"울프 블라스 레드라벨 샤도네이","Wolf Blass Red Label Chardonnay","사우스 호주","Australia / South Eastern Australia",f7b15c70-4e9a-46bd-9cef-85923de68789
region,UNKNOWN,"찔리켄 리슬링 트로켄","Zilliken Riesling Trocken","자르","Germany / Mosel",122b897a-b447-4f4d-a6ff-f9cea1757556
region,UNKNOWN,"텍스트북 나파 까베르네 소비뇽","Textbook Napa Cabernet Sauvignon","나파","United States / California / North Coast / Napa County / Napa Valley / Oakville",673246a0-336e-43f5-b84b-a882f4a36291
region,UNKNOWN,"그라함 10년 토니 포트","Graham's 10 Year Tawny Port","포르토","Portugal / Northern Portugal / Duriense / Porto",7e386c13-d366-470f-ac6f-743309dc1e31
region,UNKNOWN,"토마시 아마로네 델라 발폴리첼라 클라시코","Tommasi Amarone della Valpolicella Classico","발폴리첼라","Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico",96fac5da-d727-43da-bd7f-2b169375488e
region,UNKNOWN,"로버트 몬다비 에스테이트 퓌메 블랑","Robert Mondavi Estate Fumé Blanc","오크빌","United States / California / North Coast / Napa County / Napa Valley",23328497-89d0-4434-82be-c1e91880c128
region,UNKNOWN,"우마니 론끼 비고르 화이트","Umani Ronchi Vigor White","알 수 없음","Italy / Central Italy / Marche",50ad9df1-5a26-4f10-accd-25a26a2083ed
region,UNKNOWN,"람부르스코 로제 아마빌레","Lambrusco Rosé Amabile","에밀리아-로마냐","Italy / Northern Italy / Emilia-Romagna / Emilia",dab4e3a4-925c-4b6e-b926-a37b728133f3
region,UNKNOWN,"에네미고 말벡","Enemigo Malbec","멘도사","Argentina / Mendoza",611d1022-6b7b-4524-b521-5d899f733216
region,UNKNOWN,"스칼라브로네 볼게리 로제","Scalabrone Bolgheri Rosé","볼게리","Italy / Central Italy / Toscana / Bolgheri",fd16e5ec-8897-41c4-9aba-fdca81b68758
region,UNKNOWN,"몬테스 알파 메를로","Montes Alpha Merlot","쿠리코 밸리","Chile / Central Valley / Rapel Valley / Colchagua Valley",6bec479d-ec66-4670-9104-63ed534bab7a
region,UNKNOWN,"앙리 부르주아 쁘띠 부르주아 소비뇽 블랑","Henri Bourgeois Petit Bourgeois Sauvignon Blanc","상세르","France / Vin de Pays / Val de Loire",45cbc88e-8ecf-4bff-ab86-337285f46ec5
region,UNKNOWN,"샤또 몬텔레나 나파 샤도네이","Château Montelena Napa Chardonnay","나파밸리","United States / California / North Coast / Napa County / Napa Valley",bdee86b5-76ae-4579-ae47-702a9ccdfd13
region,UNKNOWN,"클레어 밸리 리슬링 트레일 앤드 클레어 밸리 코티지","Clare Valley Riesling Trail and Clare Valley Cottage","클레어 밸리","Australia / South Australia / Mount Lofty Ranges / Clare Valley",3464f64a-5429-41ad-8dfc-dcc8d84b3b86
region,UNKNOWN,"얄룸바 바로사 쉬라즈","Yalumba Barossa Shiraz","바로사","Australia / South Australia / Barossa",6caa4673-444c-4156-9e41-e5926ab50953
region,UNKNOWN,"빌라누 까바 가우디 리제르바 로제 브뤼","Villanueva Cava Gaudí Reserva Brut Rosé","까바","Spain / Cava",50ec1903-203b-47ab-876b-aea059995b05
region,UNKNOWN,"클로나킬라 쉬라즈 비오니에","Clonakilla Shiraz Viognier","캔버라 지구","Australia / New South Wales / Southern New South Wales / Canberra District",23c9158e-fc3b-4e0d-9c25-f51be4b1dc89
region,UNKNOWN,"더 세이디 패밀리 팔라디우스 화이트 와인","The Sadie Family Palladius White Wine","스와르틀랜드","South Africa / Western Cape / Coastal Region / Swartland",12c21ef4-2d24-4139-9df7-1e95d2c48e94
region,UNKNOWN,"보데가스 에트차르트 카파야테 리저브 말벡","Bodegas Etchart Cafayate Reserva Malbec","카파야테","Argentina / Salta",466ddbb2-893c-49ad-85f4-7df93dd9ad7a
region,UNKNOWN,"앤젤린 멘도치노 피노 누아","Angeline Mendocino Pinot Noir","멘도치노","United States / California / North Coast / Mendocino County",857c1902-e281-473f-95e0-cc3af031506a
region,UNKNOWN,"바로사 잉크 까베르네 소비뇽","Barossa Ink Cabernet Sauvignon","바로사","Australia / South Australia / Barossa",6d0aa930-dd45-4abb-928f-eedb65594aef
region,UNKNOWN,"큐 말벡","Q Malbec","멘도사","Argentina / Mendoza / Uco Valley",6dccaa97-ca75-474a-9940-b27ec5fae12c
region,UNKNOWN,"에라주리즈 맥스 리제르바 까베르네 소비뇽","Errázuriz Max Reserva Cabernet Sauvignon","아콩카과","Chile / Aconcagua / Aconcagua Valley",7ac7b6b4-3264-4f96-896e-d12505200819
region,UNKNOWN,"도멘 파비앙 코쉬 샤르도네 부르고뉴 꼬뜨 도르 2022","Domaine Fabien Coche Chardonnay Bourgogne Côte d'Or 2022","부르고뉴 꼬뜨 도르","France / Bourgogne",8cb91287-3323-4abe-ad06-3a0699ad7c4d
region,UNKNOWN,"폰세카 타우니 포트","Fonseca Tawny Port","포르토","Portugal / Northern Portugal / Duriense / Porto",934e250d-bde3-4966-883c-fe1eb9f67f0a
region,UNKNOWN,"쏜 클락 밀튼 팍 샤르도네","Thorn Clarke Milton Park Chardonnay","밀튼 팍","Australia / South Australia",95083b49-5ca1-401e-84ef-e067d941bb0e
region,UNKNOWN,"파올로 사라코 모스카토 다스티","Paolo Saracco Moscato d'Asti","다스티","Italy / Northern Italy / Piemonte / Moscato d'Asti",9c00b512-c4ab-47c5-addf-02bfbc94025c
region,UNKNOWN,"블루 넌 리슬링","Blue Nun Riesling","라인","Germany / Rheinhessen",eb056abc-7a55-4466-88bf-6f53bf8ba5f4
region,UNKNOWN,"된호프 리슬링 트로켄","Dönnhoff Riesling Trocken","나헤","Germany / Nahe",7aa7378c-3ca0-40da-b68c-4f7730d4c5d3
region,UNKNOWN,"산타리타 메달야 레알 까베르네 소비뇽","Santa Rita Medalla Real Cabernet Sauvignon","마포초 밸리","Chile / Central Valley / Maipo Valley",9da0d073-eabb-46dd-b7aa-3cce2c54bcd8
region,UNKNOWN,"샤토 오손 보르도 블렌드","Château Ausone Bordeaux Blend","생테밀리옹","France / Bordeaux",f2e46e94-e4c3-4655-ba3b-3acb1f431e71
region,UNKNOWN,"샤토 앙젤루스 생테밀리옹 그랑 크뤼","Château Angelus Saint-Émilion Grand Cru","보르도 생테밀리옹","France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru",16ac06ed-0c02-4bb5-b2bb-8ac54662fc2d
region,UNKNOWN,"라 크레마 몬터레이 피노 누아","La Crema Monterey Pinot Noir","몬터레이","United States / California / Central Coast / Monterey County / Monterey",5acd1775-d887-4f6f-8b2f-3891cb5a3029
region,UNKNOWN,"사뮈엘 비요 몽맹 샤블리 프르미에 크뤼","Samuel Billaud Montmains Chablis Premier Cru","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montmains'",ce56c5d7-c62e-4a63-b83d-63dd34da54f0
region,UNKNOWN,"하트포드 코트 러시안 리버밸리 피노 누아","Hartford Court Russian River Valley Pinot Noir","러시안 리버밸리","United States / California / North Coast / Sonoma County / Russian River Valley",d69cd303-e9fb-4945-986b-c35abb2c1610
region,UNKNOWN,"해롯즈 샤블리","Harrods Chablis","샤블리","France / Bourgogne / Chablis",4412edcf-f7e1-4c6f-a74e-1a7d008222ea
region,UNKNOWN,"파베리 프로세코 발도비아데네","Faveri Prosecco Valdobbiadene","발도비아데네","Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco",a18d6d5c-a727-4b76-95c5-6b1b13481525
region,UNKNOWN,"쇼 앤 스미스 쉬라즈","Shaw and Smith Shiraz","애들레이드 힐스","Australia / South Australia / Mount Lofty Ranges / Adelaide Hills",9deb124a-96f8-4569-952b-c56dfa9ada9f
region,UNKNOWN,"스텔라 벨라 샤르도네","Stella Bella Chardonnay","마가렛 리버","Australia / Western Australia / South West Australia / Margaret River",a0a96799-131b-483a-99e6-c21c57ebeb4f
region,UNKNOWN,"지아콘디 산지오베제","Giacondi Sangiovese","알려지지 않음","Italy / Northern Italy / Emilia-Romagna / Emilia / Rubicone",a216fe30-cb3b-4856-a877-c4e91a0b6cfa
region,UNKNOWN,"엘 에스테코 돈 데이비드 블렌드 오브 떼루아","El Esteco Don David Blend of Terroir","살타","Argentina / Salta / Calchaqui Valley",f763ca44-6bc5-46f1-8c58-940ec65aa08e
region,UNKNOWN,"몬테스 알파 말벡","Montes Alpha Malbec","콜차과","Chile / Central Valley / Rapel Valley / Colchagua Valley",3b2c4ae2-5b55-4df9-b2f3-c3630dfc7655
region,UNKNOWN,"콘트라비엔토 말벡","Contraviento Malbec","멘도사","Argentina / San Juan / Pedernal Valley",6e7578ae-ee78-4448-ab69-de3853a714b2
region,UNKNOWN,"펠튼 로드 배녹번 피노 누아","Felton Road Bannockburn Pinot Noir","센트럴 오타고","New Zealand / South Island / Central Otago / Bannockburn",cfa7ab77-266d-45f9-9060-f9242bfb4a31
region,UNKNOWN,"19 크라임스 말벡","19 Crimes Malbec","남부","Argentina / Mendoza",74d205d4-880d-4088-8ace-61dd042e0d79
region,UNKNOWN,"파이로스 아펠라시옹 말벡","Pyros Appellation Malbec","멘도사","Argentina / San Juan / Pedernal Valley",3ce578ab-bc04-4335-be37-d412bb62f926
region,UNKNOWN,"쇼 앤 스미스 M3 샤르도네","Shaw and Smith M3 Chardonnay","애들레이드","Australia / South Australia / Mount Lofty Ranges / Adelaide Hills",5c75f844-abba-44ea-9fa9-bb69657b3cb2
region,UNKNOWN,"비트만 베스트호프너 리슬링 트로켄","Wittmann Besthofner Riesling Trocken","라인헤센","Germany / Rheinhessen",bf274fd6-ec7b-45f9-9974-917dc61ffcfd
region,UNKNOWN,"샤또 레 알베르 블랑 섹 소비뇽 블랑","Chateau Les Alberts Blanc Sec Sauvignon Blanc","루아르 밸리","France / Bordeaux",d1e5f384-14ae-4844-8351-e86b1e25bebd
region,UNKNOWN,"군트럼 리슬링 아우스레제","Guntrum Riesling Auslese","라인헤센","Germany / Rheinhessen",b37d357e-e602-4497-bae0-af5d843e82e0
region,UNKNOWN,"비트만 몰슈타인 리슬링 트로켄 GG","Wittmann Mölstein Riesling Trocken GG","라인헤센","Germany / Rheinhessen",8328f1ae-2d0e-4f39-a926-9da22570371b
region,UNKNOWN,"반 폭셈 자르 리슬링","Von Volxem Saar Riesling","자르","Germany / Mosel",a00eb428-f1ad-490d-8ab8-b8bf5574ea29
region,UNKNOWN,"사쏘레갈레 산지오베제","Sassoregale Sangiovese","알려지지 않음","Italy / Central Italy / Toscana / Maremma Toscana",ac64518f-5c8a-4271-846e-f00005425402
region,UNKNOWN,"아델스하임 윌라멧 피노 누아","Adelsheim Willamette Pinot Noir","윌러멧 밸리","United States / Oregon / Willamette Valley",b5ba4647-ff06-4c2a-b6c5-39a267452194
region,UNKNOWN,"다렌버그 드라이 댐 리슬링","D'Arenberg Dry Dam Riesling","맥클라렌 베일","Australia / South Australia / Fleurieu / McLaren Vale",88412815-d948-48f5-95c3-2e8395db5284
region,UNKNOWN,"메시아스 포트 화이트 스위트","Messias Port White Sweet","도우루","Portugal / Northern Portugal / Duriense / Porto",e29c936b-da6d-42bf-ad51-642dfe097490
region,UNKNOWN,"파쏘 세그레토 아파시멘토 산지오베제 루비코네","Passo Segreto Appassimento Sangiovese Rubicone","루비코네","Italy / Northern Italy / Emilia-Romagna",194c0c20-2a69-4858-82db-bf4e4a1622e2
region,UNKNOWN,"브라운 브라더스 모스카토 피노 그리지오","Brown Brothers Moscato Pinot Grigio","빅토리아","Australia / Victoria",a2a2d68a-7ef4-4c33-9952-f580a2dc1d57
region,UNKNOWN,"레알 보데가 라 만차 템프라니요","Real Bodega La Mancha Tempranillo","라 만차","Spain / Castilla / La Mancha",e162b129-393c-4a98-854e-63b117e08062
region,UNKNOWN,"도멘 바슐레 모노 마랑주 1er 크뤼 라 퓌시에르 루주","Domaine Bachelet Monnot Maranges 1er Cru La Fussière Rouge","부르고뉴 마랑주","France / Bourgogne / Côte de Beaune / Maranges / Maranges Premier Cru / Maranges 1er Cru 'La Fussière'",044a7a6d-cfb5-44a8-952c-e56c3154f6f1
region,UNKNOWN,"반피 끼안티","Banfi Chianti","끼안티","Italy / Central Italy / Toscana / Chianti / Chianti Classico",06725399-f68a-4f20-8a66-5e4810752f57
region,UNKNOWN,"라 바로니에르 로제 당주","La Baronnière Rosé d'Anjou","앙주","France / Loire Valley / Middle Loire / Anjou",5ac1b666-7eae-493a-8b57-3f686b0a6113
region,UNKNOWN,"사뮈엘 빌로 샤블리 1er 크뤼 몬 드 밀리외","Samuel Billaud Chablis 1er Cru Mont de Milieu","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Mont de Milieu'",ccc9676c-524c-4cfc-b750-bfef928e1871
region,UNKNOWN,"Château Branaire-Ducru","Château Branaire-Ducru","생-줄리앙","France / Bordeaux / Médoc / Saint-Julien",b36acd66-83a7-402f-97f6-762eef28dcf7
region,UNKNOWN,"E. Guigal Ermitage Ex-Voto","E. Guigal Ermitage Ex-Voto","론 밸리","France / Rhone Valley / Northern Rhône / Hermitage",cde8bc5a-7c9a-4173-8522-7e11b88019e6
region,UNKNOWN,"라브노 몬테 드 토네르 샤블리 프리미에 크뤼","Raveneau Montée de Tonnerre Chablis Premier Cru","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montee de Tonnerre'",1aaa50f4-6cf4-4103-94bc-150f37528628
region,UNKNOWN,"보르고 알 솔레","Borgo al Sole","푸에냐고 델 가르다","Italy / Northern Italy / Veneto / Verona",a44c548b-dec8-4ae9-b2e2-7655e389d808
region,UNKNOWN,"펠튼 로드 블록 5 피노 누아","Felton Road Block 5 Pinot Noir","센트럴 오타고","New Zealand / South Island / Central Otago",6f77a537-784b-4dab-b935-b488b7285c76
region,UNKNOWN,"베를린 리슬링","Berlin Riesling","베를린","Germany / Mosel",ad1b8eee-3a6b-45fd-bd75-01fcbf007cc5
region,UNKNOWN,"까사 마린 카르타헤나 리슬링","Casa Marin Cartagena Riesling","카르타헤나","Chile / Aconcagua / San Antonio Valley",07ac3247-b973-4cfc-bef8-a242555ecbbd
region,UNKNOWN,"하시엔다 드 아린자노 샤르도네","Hacienda de Arinzano Chardonnay","나바라","Spain / Navarra / Arínzano",04c54f34-db10-46e5-a390-79a12974ae85
region,UNKNOWN,"360 루아르 소비뇽 블랑","360 Loire Sauvignon Blanc","루아르 밸리","France / Vin de Pays / Val de Loire",bce1a13e-1b66-4253-822d-fa22715a91b8
region,UNKNOWN,"도멘 뒤 프린스 르 셴 뒤 프린스 카오르 말벡","Domaine du Prince Le Chêne du Prince Cahors Malbec","카오르","France / South West France / Haut-Pays / Cahors",6af01b9f-28ed-4a4c-bb46-32be470c4cab
region,UNKNOWN,"조닌 끼안티","Zonin Chianti","끼안티","Italy / Central Italy / Toscana / Chianti",6c71c714-77fa-42ea-a264-76a24e3ccff5
region,UNKNOWN,"킬리카눈 킬러맨스 런 리슬링","Kilikanoon Killerman's Run Riesling","클레어 밸리","Australia / South Australia / Mount Lofty Ranges / Clare Valley",23806146-3a80-439b-b22f-fc5fd2557104
region,UNKNOWN,"샌드맨 파인 화이트 포트","Sandeman Fine White Port","도우로 밸리","Portugal / Northern Portugal / Duriense / Porto",2170f3e0-ec0c-4b51-83f2-02ae00be7d49
region,UNKNOWN,"도멘 장닌 날레 머큐레이 1er 크뤼 레 노그","Domaine Jeanin Naltet Mercurey 1er Cru Les Nougues","부르고뉴 머큐레이","France / Bourgogne / Côte Chalonnaise / Mercurey / Mercurey Premier Cru / Mercurey 1er Cru 'Les Naugues'",1a0b8815-fbf8-4a7c-b39d-88a8c0304f00
region,UNKNOWN,"까스텔로 반피 키안티","Castello Banfi Chianti","키안티","Italy / Central Italy / Toscana / Chianti",285412a6-e1f0-4bf6-8a8f-877979a287a9
region,UNKNOWN,"몬테스 엔젤스 시크릿 까베르네 소비뇽","Montes Angels Secret Cabernet Sauvignon","콜차과 밸리","Chile / Central Valley / Rapel Valley / Colchagua Valley",6db8fe09-24e4-450a-a420-7d295252a4d6
region,UNKNOWN,"몬테스 클래식 말벡","Montes Classic Malbec","아르라우카니아","Chile / Central Valley / Rapel Valley / Colchagua Valley",241723c0-d3f7-40c0-8fc9-23db1218d6e2
region,UNKNOWN,"마테틱 코라릴로 까베르네 소비뇽","Matetic Corralillo Cabernet Sauvignon","산 안토니오 밸리","Chile / Central Valley / Maipo Valley",d80733c6-25a4-45e6-85ff-8fb731a06b7b
region,UNKNOWN,"까테나 자파타 까테나 샤도네이","Catena Zapata Catena Chardonnay","투팜파","Argentina / Mendoza",3f7cf8e7-cdcd-48a3-89e0-a1867f5ea515
region,UNKNOWN,"꽁까도로 프로세코 뀌베 노빌레 브륏","Conca d'Oro Prosecco Cuvée Nobile Brut","트레비소","Italy / Northern Italy / Veneto / Prosecco / Prosecco di Treviso",e3bd6392-0616-4eb6-9795-5a8fb8e646d8
region,UNKNOWN,"바이 파 파사이드 바이 파 피노 누아","By Farr Geelong Pinot Noir","질롱","Australia / Victoria / Port Phillip / Geelong",b8e02c4a-c2bd-4e4f-b850-683aeab28faa
region,UNKNOWN,"메달라 말벡","Medalla Malbec","멘도사","Argentina / Mendoza",6ea46b05-1600-48ab-805c-35fc6bbe4fac
region,UNKNOWN,"부르고뉴 꼬뜨 샬로네즈 샤르도네","Bourgogne Côte Chalonnaise Chardonnay","부르고뉴 꼬뜨 샬로네즈","France / Bourgogne / Côte Chalonnaise",82650603-96ce-4307-b192-18aaea60fb39
region,UNKNOWN,"텔리아니 밸리 킨즈마라울리 레드 세미 스위트","Teliani Valley Kindzmarauli Semi Sweet","킨즈마라울리","Georgia / Kakheti / Kindzmarauli",886a579d-c143-4af4-a6e1-a52d4a8ebdc7
